Date,Open,High,Low,Close,Volume,MA_50,MA_200,Golden_Cross,RSI,MACD,MACD_signal,MACD_diff,BB_high,BB_low,BB_width,Daily_return,Log_return,High_Low_range,Price_change,Target
2018-07-19,0.4875769913196563,0.4912370145320892,0.4717240035533905,0.4764330089092254,293942016,0.5270994818210601,0.884050797522068,0,47.56082221894856,-0.012328262507465937,-0.0202251272616226,0.007896864754156664,0.5106666217665418,0.4293951828856723,17.29065865215888,-0.020469217040867682,-0.02068161487428374,0.019513010978698675,-0.011143982410430908,0
2018-07-20,0.476485013961792,0.476485013961792,0.4364829957485199,0.4469940066337585,295403008,0.5237869215011597,0.8743306171894073,0,40.97590035261376,-0.013374797532038851,-0.018855061315705853,0.005480263783667002,0.5109112588879955,0.42722544686819197,17.84085656308445,-0.0617904337545091,-0.06378193675787033,0.040002018213272095,-0.029491007328033503,1
2018-07-21,0.4462189972400665,0.4587549865245819,0.4383180141448974,0.4554100036621094,180339008,0.5204278421401978,0.8642031669616699,0,43.38896809015301,-0.013370951448949231,-0.01775823934235453,0.004387287893405298,0.5109123243684958,0.4266295806770136,17.97951499296257,0.01882798628941451,0.018652933601994767,0.020436972379684504,0.009191006422042902,0
2018-07-22,0.4550020098686218,0.4609889984130859,0.4491400122642517,0.4493109881877899,158906000,0.5165450423955917,0.8509228716790677,0,42.04738379321676,-0.013702093769848156,-0.016947010227853256,0.0032449164580050996,0.509095207676315,0.4247655949741367,18.060424522120837,-0.01339236166372093,-0.013482848132315805,0.011848986148834173,-0.005691021680831909,0
2018-07-23,0.4491209983825683,0.4617829918861389,0.4444980025291443,0.4452759921550751,194542000,0.5120264625549317,0.8371661016345024,0,41.14106244907102,-0.014127266567807772,-0.016383061495844158,0.002255794928036386,0.5072269295984402,0.422639172739397,18.193534885587415,-0.008980408088814507,-0.009020975007826587,0.01728498935699463,-0.0038450062274932306,1
2018-07-24,0.4455589950084686,0.4668189883232116,0.4385649859905243,0.4576230049133301,319956000,0.5079504227638245,0.8242106661200523,0,45.04458916492419,-0.013314437781302091,-0.015769336752935747,0.002454898971633656,0.5040900703703067,0.42253403103006854,17.60283144308147,0.027728898426562676,0.027351414769514474,0.028254002332687322,0.012064009904861506,1
2018-07-25,0.455841988325119,0.4655260145664215,0.4507189989089966,0.4598290026187897,255872000,0.5036067026853561,0.8110399608314037,0,45.7370197189402,-0.0123498976013387,-0.015085448922616339,0.002735551321277639,0.5021402899219501,0.4223042126701366,17.27222716516956,0.004820556837778378,0.004808975158846155,0.014807015657424927,0.003987014293670654,0
2018-07-26,0.4594469964504242,0.4669829905033111,0.44684898853302,0.4499199986457824,199587008,0.49910916268825534,0.7964005108177662,0,43.10948633901133,-0.012243926009740225,-0.014517144340041118,0.002273218330300893,0.5002304079921616,0.42129099341317283,17.13241048088626,-0.021549323588930025,-0.021784900763387256,0.020134001970291082,-0.00952699780464178,1
2018-07-27,0.4496229887008667,0.4594860076904297,0.4452239871025085,0.4536350071430206,203720992,0.4946193027496338,0.7863876363635063,0,44.39914953653826,-0.011725013959451858,-0.013958718263923267,0.0022337043044714094,0.4955846338491218,0.42205256829454735,16.026391559278128,0.008257042381801138,0.008223139504498508,0.014262020587921198,0.004012018442153875,1
2018-07-28,0.454598993062973,0.456169992685318,0.4496949911117553,0.453667014837265,157346000,0.49020578324794767,0.7781470717489719,0,44.41084199429128,-0.011182287221258302,-0.013403432055390276,0.002221144834131973,0.49338568615446904,0.42184331846703665,15.633763205968071,7.055825441248942e-05,7.0555765295941e-05,0.006475001573562678,-0.0009319782257080078,0
